apt_id,name,address,city,zip,units,year_built,owner,parcels,cad_prop_ids,cad_use_code,website,website_confidence,software,signal,proof_url,checked_at,unknown_reason
2582787,Plaza At Chase Oaks Senior Chodo,7100 Chase Oaks Blvd,Plano,75025,240,2005,UNIFIED HOUSING OF CHASE OAKS LLC,1,2582787,MFUSU,https://www.plazaatchaseoaks.com/,high,RealPage,portal,https://1206646.onlineleasing.realpage.com/,2026-09-10,
2614632,Encore Apartments,4700 Tribeca Ln,Plano,75024,240,2011,KV ENCORE APARTMENTS LLC,1,2614632,MFU,https://www.dorianandencoreluxuryliving.com/,high,RealPage,hop-portal,https://dorianandencore.loftliving.com/login,2026-09-10,
92688,Custer Park Apartments,3400 Custer Rd,Plano,75023,232,1978,PRICEBLU CUSTER LLC,1,92688,MFU,https://www.custerparkapts.com/custer-park-plano-tx,high,RealPage,portal,https://17756ollv3.onlineleasing.realpage.com/,2026-09-10,
365483,Woodlands Of Plano Apartments Tc,1300 Rigsbee Dr,Plano,75074,232,1968,CLOVER WOODLANDS PLANO OWNER LLC,1,365483,MFUSU,https://www.thewoodlandsofplano.com/,high,RealPage,portal,https://9313892.onlineleasing.realpage.com/,2026-09-10,
2120057,Towns Of Chapel Hill Apartments,6201 Chapel Hill Blvd,Plano,75093,232,1997,TOWNS OF CHAPEL HILL APTS LP,1,2120057,MFU,https://townsofchapelhill.com/,high,Yardi,hop-portal,https://townsofchapelhill.securecafenet.com/residentservices/towns-of-chapel-hill/userlogin?ssid=06c8f869c80fc626c6bcac33d1375ff1,2026-09-10,
1716655,Hathaway At Willow Bend,2525 Preston Rd,Plano,75093,229,1984,WINSTON GT HOLDINGS LP &,1,1716655,MFU,https://multifamilyaffordablehousing.com/granite-towers-equity-group-acquires-hathaway-at-willow-bend-in-plano-texas/,high,unknown,none,,2026-09-10,no-portal-link
2900849,K Avenue Lofts,2505 K Ave,Plano,75074,226,2022,PLANO HOUSING AUTHORITY,1,2900849,MFU,https://www.pivotal-communities.com/properties/k-avenue-lofts,high,Yardi,portal,https://pivotal-communities.securecafe.com/residentservices/apartmentsforrent/userlogin.aspx,2026-09-10,
1989159,The Oaks At Plano,5000 Old Shepard Pl,Plano,75093,224,1991,PRESTON OLD SHEPARD TITLEHOLDER LLC,1,1989159,MFUSE,https://www.trueconnectioncommunities.com/texas-senior-living/the-oaks-at-plano/,high,Yardi,portal,https://the-oaks-at-plano-rentcafewebsite.securecafe.com/residentservices/the-oaks-at-plano/userlogin.aspx,2026-09-10,
2632167,Conservatory At Plano Senior Apartments,6401 Ohio Dr,Plano,75024,222,2006,CONSERVATORY SENIOR HOUSING AT CHAMPION FOREST LP & ETAL,1,2632167,MFUSE,https://conservatoryatplano.com/,high,unknown,none,,2026-09-10,no-portal-link
1747603,Birchstone Residential,2523 Ohio Dr,Plano,75093,220,1984,HOP BORROWER LLC,1,1747603,MFU,https://www.birchstonewestplano.com/,high,Entrata,portal,https://birchstonewestplano.residentportal.com/auth,2026-09-10,
2116749,Maa Legacy Apartments,5741 Martin Rd,Plano,75024,213,1999,MAA WWARRS LLC,1,2116749,MFU,https://www.maac.com/texas/dallas/maa-legacy/,high,Yardi,portal,https://maac.securecafe.com/residentservices/apartmentsforrent/userlogin.aspx,2026-09-10,
2631255,Atria Canyon Creek Senior Apts,440 Independence Pkwy,Plano,75075,213,2007,VTR PLANO LLC,1,2631255,MFUSE,https://www.atriaseniorliving.com/retirement-communities/atria-canyon-creek-plano-tx,high,unknown,none,,2026-09-10,no-portal-link
2846017,Luxia Preston,4950 Broadway Dr,Plano,75024,212,2020,LUXIA PRESTON LLC,1,2846017,MFU,https://www.luxiapreston.com/,high,Yardi,portal,https://luxiapreston.securecafenet.com/residentservices/luxia-preston0/userlogin,2026-09-10,
2843990,Legacy Town North Phase Iv Apts,7840 Clara Dr,Plano,75024,210,2010,5765 BOZEMAN (TX) OWNER LP,1,2843990,MFU,https://www.legacynorthapts.com/,high,unknown,none,,2026-09-10,no-portal-link
287594,Leighton Apartments,1717 Independence Pkwy,Plano,75075,208,1978,INDEPENDENCE RES LLC,3,287594;287601;287610,MFU,https://www.willowbridgepc.com/properties/the-leighton-apartments-plano-texas,high,unknown,none,,2026-09-10,no-portal-link
2097518,Reserve At Pebble Creek Apartments,3800 Pebble Creek Ct,Plano,75023,208,1998,PEBBLE CREEK GARDENS LP,1,2097518,MFU,https://www.harborgroupmanagement.com/apartments/tx/plano/reserve-at-pebble-creek,high,MRI/RentManager,hop-portal,https://www.mrisoftware.com/portalprivacypolicy/,2026-09-10,
2109636,Somerset At Spring Creek Apartments,3801 W Spring Creek Pkwy,Plano,75023,208,1999,SPRING CREEK GARDENS LP,1,2109636,MFU,https://www.harborgroupmanagement.com/apartments/tx/plano/somerset-at-spring-creek,high,MRI/RentManager,hop-portal,https://www.mrisoftware.com/portalprivacypolicy/,2026-09-10,
1511233,The Wexley,5401 Independence Pkwy,Plano,75023,204,1983,HARVESTREE OWNER LLC,1,1511233,MFU,https://www.thewexleyplano.com/,high,Yardi,portal,https://thewexleyplano.securecafenet.com/residentservices/harvestree-apartments-llc/userlogin,2026-09-10,
1515006,Maa Highwood Apartments,2401 Ohio Dr,Plano,75093,196,1983,MID-AMERICA APARTMENTS LP,1,1515006,MFU,https://www.maac.com/texas/dallas/maa-highwood/,high,Yardi,portal,https://maac.securecafe.com/residentservices/apartmentsforrent/userlogin.aspx,2026-09-10,
1974850,Wellington At Willow Bend Apartments,3200 Parkwood Blvd,Plano,75093,194,1991,WELLINGTON APARTMENTS UI LLC & DEMING CENTRAL WELLINGTON LLC &,1,1974850,MFU,https://www.wellingtonplano.com/,high,Yardi,portal,https://wellingtonplano.securecafe.com/residentservices/wellington-at-willow-bend/userlogin.aspx?PropLeadSource_290974=portal&_yTrackUser=NDQ3MzQ2ODM5MCMxMTQ5NDI5MjYw-BpXYp37yLd4%253d&_yTrackVisit=NzIxNDM0ODY4NCM1MjYzNDYxNzY%253d-mKdqsxPqZEY%253d&_yTrackReqDT=39361720261009,2026-09-10,
134633,Grove Park Apartments,1705 Jupiter Rd,Plano,75074,188,1975,BUMPUS DONALD R GRANTOR TRUST THE,1,134633,MFU,https://groveparkplano.com/,high,AppFolio,asset,https://bumpus.appfolio.com/connect/users/sign_in,2026-09-10,
2802245,Morada Plano Apartments,1009 14Th St,Plano,75074,183,2017,TIMBERS PLANO PARTNERS LLC - ETAL,2,2802245;2802246,MFU,https://www.moradaplano.com/,high,Yardi,portal,https://moradaplano.securecafenet.com/residentservices/morada-plano1/userlogin,2026-09-10,
1580300,Greenbriar Apartments,1901 W Spring Creek Pkwy,Plano,75023,182,1983,PRICE GREENBRIAR PLANO LLC,1,1580300,MFU,https://www.greenbriar-plano.com/greenbriar-plano-tx,high,RealPage,portal,https://1737725.onlineleasing.realpage.com/,2026-09-10,
2132903,Heritage At Lakeside Apartments,5900 Baywater Dr,Plano,75093,181,1999,HERITAGE AT LAKESIDE PROPERTY OWNER LLC,1,2132903,MFU,https://www.heritageatlakeside.com/,high,Entrata,portal,https://heritageatlakeside.residentportal.com/auth,2026-09-10,
2092539,Livingston Apartments,6301 Windhaven Pkwy,Plano,75093,180,1998,GP-RPC LIVINGSTON LLC,1,2092539,MFU,https://www.liveatthelivingston.com/,high,Entrata,asset,https://medialibrarycfo.entrata.com/16362/MLv3/4/22/2025/11/12/083646/71226_100120043_68360540afa5b2.08208209790.jpg,2026-09-10,
2953639,Mariposa At Communications Parkway Senior - Tc,6820 Communications Pkwy,Plano,75024,180,2022,MARIPOSA COMMUNICATIONS PARKWAY LP,1,2953639,MFUSU,https://www.mariposacommparkway.com/apartments/tx/plano/floor-plans,high,RealPage,portal,https://mariposacommunicationsparkway.loftliving.com/login,2026-09-10,
2820374,Orchards Market Plaza Senior Apts,3640 Mapleshade Ln,Plano,75075,178,2019,CSH PLANO ACT LLC,1,2820374,MFUSE,https://orchardsmarketplaza.com/,high,Entrata,portal,https://myorchardatmarketplazatx.prospectportal.com/Apartments/module/application_authentication/,2026-09-10,
2734943,The Holland,8020 Windrose Ave,Plano,75024,175,2025,LW RESIDENTIAL PARTNERS LP,1,2734943,MFU,https://thehollandlegacywest.com/,high,Yardi,hop-portal,https://thehollandlegacywest.securecafe.com/residentservices/the-holland/userlogin.aspx,2026-09-10,
2116750,Post Legacy Apartments,5721 Henry Cook Blvd,Plano,75024,171,1999,MAA WWARRS LLC,1,2116750,MFU,https://www.calameo.com/books/003186963fa0d71126181,low,unknown,none,,,no-website
2710065,Overture Plano Senior Apartments,500 Coit Rd,Plano,75075,168,2015,DHC HYB SLC PROPERTIES LLC,1,2710065,MFUSE,https://liveoverture.com/communities/overture-plano/,high,Entrata,hop-portal,https://overtureplanonew.residentportal.com/,2026-09-10,
2027278,The Calvin,2501 Ohio Dr,Plano,75093,167,1995,RC CALVIN LLC,1,2027278,MFU,https://www.livecalvin.com/,high,AppFolio,asset,https://reapmgt.appfolio.com/connect/users/sign_in?portfolio_uuid=8ead78e2-b996-11ef-a8d3-0af44ebe6ded,2026-09-10,
2808931,Instrata At Legacy West,7850 Communications Pkwy,Plano,75024,161,2019,LW OWNER 2 LLC,1,2808931,MFU,https://www.instratalegacywest.com/,high,Yardi,portal,https://instratalegacywest.securecafe.com/onlineleasing/instrata-at-legacy-west/guestlogin.aspx,2026-09-10,
26251,Lydian Apartments,2821 Townbluff Dr,Plano,75075,160,1976,TOWNBLUFF RES LLC,1,26251,MFU,https://www.willowbridgepc.com/properties/the-lydian-apartments-plano-texas,high,unknown,none,,2026-09-10,no-portal-link
1747612,Preserve At Preston,2525 Ohio Dr,Plano,75093,160,1985,HOP BORROWER LLC,1,1747612,MFU,https://www.birchstonewestplano.com/,low,unknown,none,,,no-website
269792,Bel Air On 16Th,651 W 16Th St,Plano,75075,152,1965,PLANO PUBLIC FACILITY CORPORATION,1,269792,MFU,https://www.belairon16th.com/,high,Yardi,portal,https://belairon16th.securecafenet.com/residentservices/bel-air-on-16th/userlogin?dropdownlangid=999,2026-09-10,
1708744,Park Springs Townhomes Apartments,900 S Medalist Cir,Plano,75023,148,1985,PARK SPRINGS TEXAS LLC,1,1708744,MFU,https://www.psplano.com/,high,ResMan,portal,https://uswc.myresman.com/Portal/Access/SignIn/PSP,2026-09-10,
2936294,Novum Independent Living,8120 Preston Rd,Plano,75024,147,2024,PLANO OWNER LLC,1,2936294,MFUSE,https://www.after55.com/tx/plano/novum-plano/6q93pst,medium,unknown,none,,2026-09-10,no-portal-link
2545145,Mcdermott Park/55,8312 Angels Dr,Plano,75024,144,2017,PECAN PUBLIC FACILITY CORPORATION,1,2545145,MFUSE,https://www.mcdermott55.com/,high,Entrata,portal,https://mcdermottpark.residentportal.com/,2026-09-10,
21924,Chisholm Place Apartments,1001 W Park Blvd,Plano,75075,142,1981,1001 CHISHOLM LLC,1,21924,MFU,https://www.chisholmplace.com/,high,Yardi,portal,https://chisholmplace.securecafenet.com/residentservices/chisholm-place-1/userlogin,2026-09-10,
21157,Highpoint Townhomes,6500 E Medalist Cir,Plano,75023,140,1985,URBAN HIGH POINT LP,1,21157,MFU,https://www.highpointplano.com/,high,ResMan,portal,https://uswc.myresman.com/Portal/Access/SignIn/HP,2026-09-10,
1640889,Windsor Place Apts,3535 14Th St,Plano,75074,140,1983,WINDSOR PLACE EQUITY ENTERPRISES LLC,1,1640889,MFU,https://npmainc.com/property/windsor-place-townhomes/,high,MRI/RentManager,hop-portal,https://www.mrisoftware.com/portalprivacypolicy/,2026-09-10,
2654207,Plano Park Townhomes,2253 Ashley Park Dr,Plano,75074,140,1985,ASHLEY PARK TOWNHOMES LLC,1,2654207,MFU,https://www.livecarringtonpark.com/,high,Yardi,portal,https://livecarringtonpark.securecafe.com/residentservices/carrington-park-4/userlogin.aspx?PropLeadSource_649995=portal&_yTrackUser=NDQ3MzQ2NDQ2NiMxMjEzNTgzODgz-Vy3m9RaLdZo%253d&_yTrackVisit=NzIxNDM0MjU2MyMxODg0NzQzMzIy-uhOUfrqxSp8%253d&_yTrackReqDT=44341720261009,2026-09-10,
2843129,Patriot Park Apartments Chodo,701 13Th 14Th Connector,Plano,75074,139,2019,PLANO FAMILY 001 LP,1,2843129,MFUSU,https://patriotparkplano.com/,high,unknown,none,,2026-09-10,no-portal-link
2115198,Waterford At Plano A Senior Apartments,3401 Premier Dr,Plano,75023,136,1999,TRIAD SENIOR LIVING II LP,1,2115198,MFUSE,https://www.seniorlivingguide.com/communities/the-waterford-at-plano-3401-premier-drive-plano-tx-75023/,high,unknown,none,,2026-09-10,no-portal-link
2873065,Twin Rivers At Collin Creek Senior Living,1717 Alma Dr,Plano,75075,136,2021,TWIN RIVERS AT COLLIN CREEK LTD,1,2873065,MFUSE,https://twinriversatcollincreek.com/plano-neighborhoods/,high,unknown,none,,2026-09-10,no-portal-link
2107914,Villas Of Mission Bend Senior Apartments Tc,1201 Medical Ave,Plano,75075,135,1999,M N PLANO LTD,1,2107914,MFUSU,https://www.villasofmissionbend.com/,high,ResMan,portal,https://aog.myresman.com/Portal/Access/SignIn/792,2026-09-10,
148646,Alta Vista Apartments,700 18Th St,Plano,75074,133,1962,ALTA VISTA APARTMENTS & TJFL LEGACY LP,1,148646,MFU,https://thealtavistaapts.com/,high,RealPage,hop-portal,https://altavistaapartments.activebuilding.com/,2026-09-10,
2107892,Langdon At Spring Creek,6501 Independence Pkwy,Plano,75023,124,1999,NEVADA VI GD LLC,1,2107892,MFU,https://www.langdonatspringcreek.com/,high,Yardi,portal,https://langdonatspringcreek.securecafenet.com/residentservices/langdon-at-spring-creek/userlogin,2026-09-10,
2572901,Mcdermott Crossing,8400 Angels Dr,Plano,75024,123,2011,PECAN PUBLIC FACILITY CORPORATION,1,2572901,MFUSE,https://www.mcdermott55.com/,high,Entrata,portal,https://mcdermottpark.residentportal.com/,2026-09-10,
2721330,Horizon At Premier,3409 Premier Dr,Plano,75023,122,2016,STARBOARD PREMIER DST,1,2721330,BTR,https://www.horizonatpremier.com/,high,Yardi,portal,https://tours-horizonatpremier.securecafe.com/residentservices/avilla-premier0/userlogin.aspx,2026-09-10,
2069471,Solstice Senior Living,1940 W Spring Creek Pkwy,Plano,75023,115,1999,WINTERFELL COTTONWOOD (TX) OWNER LLC,1,2069471,MFUSE,https://solsticeseniorlivingplano.com/,high,unknown,none,,2026-09-10,no-portal-link
2873533,Gala At Premier Senior Tc,2425 Premier Dr,Plano,75075,97,2021,GALA AT PREMIER LP,1,2873533,MFUSU,https://www.galapremier.com/,high,RealPage,portal,https://9110723aff.onlineleasing.realpage.com/#k=54874,2026-09-10,
148655,Villas Apartments,659 E 16Th St,Plano,75074,96,1971,VDS EAT LLC,1,148655,MFU,https://livevillasdelsol.com/,high,RealPage,hop-portal,https://villasdelsol.loftliving.com/portal/,2026-09-10,
2683019,Tuscany Villas At Chase Oaks Senior Chodo,7112 Chase Oaks Blvd,Plano,75025,90,2011,UHF TUSCANY VILLAS HOUSING LP,1,2683019,MFUSU,https://www.tuscanyvillasplano.net/,high,RealPage,hop-portal,https://property.onesite.realpage.com/welcomehome/?siteId=2444141,2026-09-10,
2803398,Amber Vista Apartments,1901 E 15Th St,Plano,75074,88,1970,TTEP AMBER VISTA LLC,1,2803398,MFU,https://www.ambervistaplano.com/,high,ResMan,portal,https://fairmont.myresman.com/Portal/Access/SignIn/AV,2026-09-10,
13310,Shiloh Park,3500 E Park Blvd,Plano,75074,73,1999,SHILOH PARK TOWNHOMES LLC,1,13310,MFU,https://www.shilohparkapts.com/,high,unknown,none,,2026-09-10,no-portal-link
1524318,Cobblestone Condos,3140 Devonshire Dr 248,Plano,75075,71,1984,COBBLESTONE CONDOS 71 LP,1,1524318,MFU,https://thebauergrouprealty.com/home-search/listings/v2/tx/plano/cobblestone/condos,high,unknown,none,,2026-09-10,no-portal-link
1808832,Aspen Court Apartments,1600 Amelia Ct,Plano,75075,70,1985,AMELIA 77 LLC,1,1808832,MFU,https://www.aspencourt.com/,high,ResMan,portal,https://valcap.myresman.com/Portal/Access/SignIn/ASPN,2026-09-10,
2567179,Acqua At Legacy Village Apartments,5760 Daniel Rd,Plano,75024,64,2006,UDR LEGACY VILLAGE LLC,1,2567179,MFU,https://www.udr.com/dallas-apartments/plano/legacy-village-apartment-homes/,high,in-house:UDR,portal,https://residents.udr.com/,2026-09-10,
769,Villas Del Sol I & Ii Apartments,1809 G Ave,Plano,75074,60,1950,VDS EAT LLC,1,769,MFU,https://data.texas.gov/views/hkzz-rrn8/rows.rdf?accessType=DOWNLOAD,low,unknown,none,,,no-website
2856761,@ 15Th St Apartments,1200 E 15Th St,Plano,75074,52,2020,2016 OLD TOWN PLANO EAST LTD,1,2856761,MFU,https://members.planochamber.org/members/member/junction-15-apartments-10856,low,unknown,none,,,no-website
2986934,Ridgeview Park Townhomes,3520 Maxwell Dr,Plano,75025,48,2006,MFREVF V - PLANO LP,1,2986934,MFU,https://www.theranchatridgeview.com/,high,RealPage,hop-portal,https://property.onesite.realpage.com/welcomehome?siteId=4395751,2026-09-10,
354556,Pleasant Park Apartments,2301 K Ave,Plano,75074,32,1962,PLEASANT PARK APTS LLC,1,354556,MFU,https://magicpin.com/usa/Plano/Downtown-Plano/Other/Pleasant-Park-Apartments/store/246a066,high,unknown,none,,2026-09-10,no-portal-link
180271,Courtyard Apartments,1600 E 15Th St,Plano,75074,28,1960,HIH COURTYARD LLC,1,180271,MFU,https://www.travelweekly.com/Hotels/Plano-TX/Courtyard-Dallas-Plano-Parkway-p53239725,high,unknown,none,,2026-09-10,no-portal-link
1764969,Silverwood Village Townhomes,1842 Silverwood Ln,Plano,75075,28,1986,SILVERWOOD TOWNHOUSES INC,1,1764969,MFU,https://www.udr.com/dallas-apartments/plano/legacy-village-apartment-homes/,low,unknown,none,,,no-website
163325,Belleview West Apartments,1403 15Th Pl,Plano,75074,24,1967,BELLEVIEW PLACE LLC,1,163325,MFU,https://englewoodgov.civicweb.net/document/461819/City%20Council%20Study%20Session%20-%2023%20Mar%202026.pdf?handle=86B95EC9C1424617BA8642B6C0F95811,low,unknown,none,,,no-website
2820598,Touraine Apartments,1514 E 15Th St,Plano,75074,24,2019,BLESSINGS HOME LLC,1,2820598,MFU,https://www.touraine-plano.com/,high,Buildium,portal,https://touraineplano.managebuilding.com/Resident/rental-application/new,2026-09-10,
84143,Grindstone Ii Apartments,1604 L Ave,Plano,75074,22,1968,OHIO PLAZA LLC,1,84143,MFU,https://www.city-data.com/collin-county/L/L-Avenue-2.html,low,unknown,none,,,no-website
163334,Belleview East Apartments,1407 15Th Pl,Plano,75074,21,1972,BELLEVIEW PLACE LLC,1,163334,MFU,https://www.livesavoy.com/belleview/,high,ResMan,portal,https://savoy.myresman.com/Portal/Applicants/Availability?a=1471&p=6c234bdc-e250-4c76-8422-5d5344309533,2026-09-10,
84125,Magnolia On 16Th,1201 E 16Th St,Plano,75074,20,1965,OHIO PLAZA LLC,1,84125,MFU,https://www.liveatmagnolia.com/homes/tx/dallas/magnolia-on-moser/,high,RealPage,portal,https://login.activebuilding.com/auth/login,2026-09-10,
1571819,Texas Star Apartments,1504 E 15Th St,Plano,75074,20,1983,CY TOWNHOMES LLC,1,1571819,MFU,https://www.taa.org/,high,RealPage,asset,https://www.realpage.com/,2026-09-10,
2039505,Marquis At Waterview Apartments,800 W Renner Rd,Richardson,75080,528,1996,WATERVIEW MARQUIS LP &,1,2039505,MFU,https://www.marquiswaterview.com/,high,Yardi,hop-portal,https://marquiswaterview.securecafe.com/residentservices/marquis-at-waterview/userlogin.aspx,2026-09-10,
2039698,Cortland Prairie Creek Apartments,3560 Alma Rd,Richardson,75080,464,1996,PRAIRIE CREEK APTS LLC,2,2039698;2039699,MFU,https://cortland.com/apartments/cortland-prairie-creek/,high,unknown,none,https://apply.funnelleasing.com/873/login,2026-09-10,in-house-portal
2751130,Reserve At Spring Creek Apartments,2710 Routh Creek Pkwy,Richardson,75082,458,2017,JDFW (RESERVE) LLC,1,2751130,MFU,https://www.liveatreserve.com/,high,Yardi,portal,https://liveatreserve.securecafenet.com/residentservices/reserve-at-spring-creek-apartments/userlogin,2026-09-10,
2117157,Clearwater Creek Apartments,4000 E Renner Rd,Richardson,75082,442,2000,SOUTHWEST CLEARWATER CREEK PARTNERS LP,2,2117157;2117158,MFU,,none,unknown,none,,,no-website
2748103,Vantage At Spring Creek,2810 Routh Creek Pkwy,Richardson,75082,420,2017,TREA ROUTH CREEK TX OWNER LP,1,2748103,MFU,https://www.vantagespringcreek.com/,high,Yardi,portal,https://vantagespringcreek.securecafenet.com/residentservices/vantage-at-spring-creek0/userlogin,2026-09-10,
2770320,James At Canyon Creek,850 Greenside Dr,Richardson,75080,415,2018,CF JAMES MULTIFAMILY DST,1,2770320,MFU,https://www.thejamesatcanyoncreek.com/,high,Yardi,portal,https://thejamesatcanyoncreek.securecafenet.com/residentservices/cortland-canyon-creek/userlogin,2026-09-10,
2018601,Homes Of Prairie Springs Apartments,280 W Renner Rd,Richardson,75080,408,1995,OTR,1,2018601,MFU,https://www.thehomesofprairiesprings.com/homes-of-prairie-springs-richardson-tx/,high,MRI/RentManager,hop-portal,https://www.mrisoftware.com/portalprivacypolicy/,2026-09-10,
2832628,Northside Phase 4,800 Cecil Dr,Richardson,75080,387,2020,NORTHSIDE CAMPUS PARTNERS 4,1,2832628,MFU-IMPO,https://www.liveatnorthside.com/,high,Entrata,portal,https://northside.prospectportal.com/Apartments/module/application_authentication/property[id]/181581/show_in_popup/false/kill_session/1/,2026-09-10,
2645564,Pradera Apartments,851 Greenside Dr,Richardson,75080,360,2008,PBONE PRADERA LLC,1,2645564,MFU,https://thepradera.com/,high,Yardi,portal,https://thepradera.securecafe.com/onlineleasing/the-pradera-0/guestlogin.aspx,2026-09-10,
2696110,Estates Of Richardson,905 W President George Bush Hwy,Richardson,75080,360,2013,FRANKEL FAMILY TRUST,1,2696110,MFU,https://www.rentanapt.com/apartments/tx/richardson/estates-of-richardson/,high,RealPage,portal,https://property.onesite.realpage.com/welcomehome?siteId=3835684#url=%23login,2026-09-10,
2726690,Sync Cityline,120 W Cityline Dr,Richardson,75082,354,2016,SYNC CITYLINE LP,1,2726690,MFU,https://www.synccityline.com/,high,ResMan,portal,https://sync.myresman.com/Portal/Access/SignIn/CL,2026-09-10,
2721394,Axis 110,110 W Cityline Dr,Richardson,75082,351,2015,AREIT DALLAS CITYLINE LLC,1,2721394,MFU,https://axis110.com/,high,Yardi,hop-portal,https://axis110.securecafe.com/residentservices/axis-1100/userlogin.aspx?ssid=5062d8f741e4125cd17edc19d23a0dac,2026-09-10,
2725292,Lofts At Palisades,2525 Empire Dr,Richardson,75080,343,2016,LOFTS AT PALISADES LLC,1,2725292,MFU,https://www.steadfastmanagement.com/apartments/tx/richardson/the-lofts-at-palisades-apartments/default,high,Yardi,portal,https://steadfastmanagement.securecafe.com/residentservices/apartmentsforrent/userlogin.aspx?_yTrackUser=NDQ3MzQ3MTEwMiMxNzIxOTY0OTc4-lP7tWSBwPWY%253d&_yTrackVisit=NzIxNDM1Mjk3MyMyMjk5NDE5NjM%253d-F%252bGk6LeXs7s%253d&_yTrackReqDT=01381720261009,2026-09-10,
2758568,Northside I,3000 Northside Blvd,Richardson,75080,313,2016,NORTHSIDE CAMPUS PARTNERS LP,1,2758568,MFU-IMPO,https://www.liveatnorthside.com/,high,Entrata,portal,https://northside.prospectportal.com/Apartments/module/application_authentication/property[id]/181581/show_in_popup/false/kill_session/1/,2026-09-10,
2786866,Register Apartments,3520 Wilshire Way,Richardson,75082,306,2019,REGISTER RICHARDSON LLC THE,1,2786866,MFU,https://www.theregisterapts.com/,high,Yardi,portal,https://theregisterapts.securecafenet.com/residentservices/the-register1/userlogin,2026-09-10,
2725278,Windsor Cityline,1250 Hunt St,Richardson,75082,299,2015,IMP CITYLINE LLC,1,2725278,MFU,https://www.windsorcommunities.com/properties/windsor-cityline/,high,Yardi,portal,https://windsorcityline.securecafe.com/residentservices/windsor-cityline/userlogin.aspx,2026-09-10,
2693848,Standard At Cityline Apartments Ph 1,1125 E Renner Rd,Richardson,75082,276,2014,PRICE STANDARD AT CITYLINE LP,1,2693848,MFU,https://www.thestandardatcitylineapts.com/the-standard-at-cityline,high,RealPage,portal,https://4339250.onlineleasing.realpage.com/,2026-09-10,
2776050,Northside Phase 2,3100 Northside Blvd,Richardson,75080,275,2017,NORTHSIDE CAMPUS PARTNERS 2 LP,1,2776050,MFU-IMPO,https://www.liveatnorthside.com/,high,Entrata,portal,https://northside.prospectportal.com/Apartments/module/application_authentication/property[id]/181581/show_in_popup/false/kill_session/1/,2026-09-10,
2924643,The Riley,3551 Wilshire Way 1,Richardson,75082,269,2016,GARLAND HOUSING FINANCE CORPORATION,1,2924643,MFU,https://www.citylineriley.com/,high,Yardi,portal,https://citylineriley.rentcafe.com/resident/the-riley3/login?_yTrackUser=NDQ3MzQ3MTM3MCMyMDg3Njg2ODQ4-YM78St2NyTo%253d&_yTrackVisit=NzIxNDM1MzQyMyMxOTA4MjQxMTAz-laWuOOb54qw%253d&_yTrackReqDT=09381720261009,2026-09-10,
2811014,Northside Phase 3,750 Synergy Park Blvd,Richardson,75080,246,2019,NORTHSIDE CAMPUS PARTNERS 3 LP,1,2811014,MFU-IMPO,https://www.liveatnorthside.com/,high,Entrata,portal,https://northside.prospectportal.com/Apartments/module/application_authentication/property[id]/181581/show_in_popup/false/kill_session/1/,2026-09-10,
1865440,Canterbury Courts Apartments,2600 E Renner Rd,Richardson,75082,240,1992,D CANTERBURY LLC,1,1865440,MFU,https://www.canterburycourts.com/,high,unknown,none,,2026-09-10,no-portal-link
2739599,Lyla Apartments,3521 Wilshire Way,Richardson,75082,237,2016,LYLA OWNER LLC,1,2739599,MFU,https://citylinelyla.com/,high,RealPage,portal,https://8309130.onlineleasing.realpage.com/,2026-09-10,
2784362,Bell Cityline,1230 E Cityline Dr,Richardson,75082,236,2017,BCF I CITYLINE LLC,1,2784362,MFU,https://www.bellcityline.com/,high,Yardi,portal,https://bellcityline.securecafe.com/onlineleasing/bell-cityline/guestlogin.aspx?ssid=2971219b8847e36cbcc2f3af57b2c416,2026-09-10,
2707424,Anthem Cityline,1250 State St,Richardson,75082,233,2014,ANTHEM AT CITYLINE/PT-SPE LLC,1,2707424,MFU,https://www.anthemcityline.com/,high,RealPage,hop-portal,https://anthematcityline.activebuilding.com/login,2026-09-10,
2725294,Flats At Palisades,2625 Empire Dr,Richardson,75080,232,2016,FLATS AT PALISADES LLC,1,2725294,MFU,https://www.udr.com/dallas-apartments/richardson/the-flats-at-palisades/,high,in-house:UDR,portal,https://residents.udr.com/,2026-09-10,
2058066,Breckinridge Point Apartments,4250 E Renner Rd,Richardson,75082,226,1998,BRECKINRIDGE POINT TX LLC,1,2058066,MFU,https://www.breckinridgepoint.com/,high,Yardi,hop-portal,https://breckinridgepoint.securecafenet.com/residentservices/breckinridge-point0/userlogin,2026-09-10,
2058065,Breckenridge Point Apartments,3500 North Star Rd,Richardson,75082,214,1998,BRECKINRIDGE POINT TX LLC,1,2058065,MFU,https://www.breckinridgepoint.com/,high,Yardi,hop-portal,https://breckinridgepoint.securecafenet.com/residentservices/breckinridge-point0/userlogin,2026-09-10,
1615274,Spring Pointe Apartments,3501 N Jupiter Rd,Richardson,75082,208,1985,THE CAMERON COUNTY HOUSING FINANCE CORPORATION,1,1615274,MFU,,none,unknown,none,,,no-website
2784361,Cityline Park,1130 E Cityline Dr,Richardson,75082,199,2017,BCF I CITYLINE LLC,1,2784361,MFU,https://www.bellcityline.com/,high,Yardi,portal,https://bellcityline.securecafe.com/onlineleasing/bell-cityline/guestlogin.aspx?ssid=2971219b8847e36cbcc2f3af57b2c416,2026-09-10,
